example_id                                                              | status  | run_time             |
./spec/requests/lobbies_controller_spec.rb[1:3:2:1:1:2]                 | passed  | 0.06797 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:1:1:3]                 | passed  | 0.06807 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:1:2:1:1]               | passed  | 0.11116 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:1:3:1:1]               | passed  | 0.12003 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:1:3:2:1]               | passed  | 0.14107 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:2:1:1]                 | passed  | 0.07096 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:2:1:2]                 | passed  | 0.07802 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:2:1:3]                 | passed  | 0.07528 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:2:2:1:1]               | passed  | 0.12784 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:2:3:1:1]               | passed  | 0.1504 seconds       |
./spec/requests/lobbies_controller_spec.rb[1:3:2:2:3:2:1]               | passed  | 0.26116 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:3:1:1]                 | passed  | 0.10391 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:3:1:2]                 | passed  | 0.48704 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:3:1:3]                 | passed  | 0.0823 seconds       |
./spec/requests/lobbies_controller_spec.rb[1:3:2:3:1:4]                 | passed  | 0.16772 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:3:2:1:1:1]             | passed  | 0.12144 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:3:2:2:1:1:1:1]         | passed  | 0.51548 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:3:2:2:1:1:2:1]         | passed  | 0.45008 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:3:2:2:2:1:1:1:1]       | passed  | 0.44996 seconds      |
./spec/requests/lobbies_controller_spec.rb[1:3:2:3:2:2:2:1:1:2:1]       | passed  | 0.51937 seconds      |
./spec/requests/out_of_game_card_uploads_controllers_spec.rb[1:2:1]     | pending | 0.00002 seconds      |
./spec/system/choose_game_page_spec.rb[1:1:1]                           | failed  | 4.54 seconds         |
./spec/system/choose_game_page_spec.rb[1:1:2]                           | passed  | 0.07436 seconds      |
./spec/system/choose_game_page_spec.rb[1:1:3]                           | pending | 0.00002 seconds      |
./spec/system/choose_game_page_spec.rb[1:1:4:1]                         | failed  | 0.08245 seconds      |
./spec/system/choose_game_page_spec.rb[1:1:4:2]                         | pending | 0.00001 seconds      |
./spec/system/choose_game_page_spec.rb[1:1:5:1:1]                       | failed  | 0.04307 seconds      |
./spec/system/choose_game_page_spec.rb[1:1:5:1:2]                       | failed  | 0.0405 seconds       |
./spec/system/choose_game_page_spec.rb[1:1:6:1:1]                       | pending | 0.00001 seconds      |
./spec/system/choose_game_page_spec.rb[1:1:8]                           | pending | 0.00001 seconds      |
./spec/system/game_simulations/private_game_simulation_spec.rb[1:1]     | pending | 0.00001 seconds      |
./spec/system/lobbies_channel_js_testing_spec.rb[1:1:1:1]               | failed  | 4.14 seconds         |
./spec/system/login_spec.rb[1:1:1]                                      | passed  | 2.56 seconds         |
./spec/system/login_spec.rb[1:2:1]                                      | passed  | 0.13481 seconds      |
./spec/system/save_out_of_game_pictures_spec.rb[1:1]                    | pending | 0.00001 seconds      |
./spec/system/upload_out_of_game_cards_spec.rb[1:1:1]                   | failed  | 0.47622 seconds      |
./spec/system/upload_out_of_game_cards_spec.rb[1:2:1]                   | passed  | 0.2597 seconds       |
./spec/system/upload_out_of_game_cards_spec.rb[1:2:2]                   | failed  | 1 minute 1.1 seconds |
./spec/system/upload_out_of_game_cards_spec.rb[1:3:1]                   | passed  | 0.08175 seconds      |
./spec/views/games/game_page.html.erb_spec.rb[1:1]                      | pending | 0.00003 seconds      |
./spec/views/games/index.html.erb_spec.rb[1:1]                          | pending | 0.00002 seconds      |
./spec/views/games/new.html.erb_spec.rb[1:1]                            | pending | 0.00001 seconds      |
./spec/views/games/show.html.erb_spec.rb[1:1]                           | pending | 0.00001 seconds      |
